,country_name,top_movie,top_movie_score,top_tv,top_tv_score,continent,region,population,gdp,launch_date,program_count,subscriber_count,revenue
37,Kuwait,"['We Can Be Heroes', 'I Care a Lot', 'Fatherhood', 'Army of the Dead', 'Wish Dragon', 'Gemini Man', 'Minions', 'Venom', 'Below Zero', 'Blood Red Sky']","[693, 218, 217, 199, 185, 176, 174, 166, 160, 156]","['CoComelon', 'Lupin', 'New Amsterdam', 'Vincenzo', 'Sex/Life', 'Friends', 'The Good Doctor', 'Bridgerton', 'Who Killed Sara?', 'Ginny & Georgia']","[895, 794, 699, 502, 451, 439, 370, 366, 330, 301]",Asia,Middle-East,4420110,67891,2016-01-06,0,50000,5900000
38,Latvia,"['The Secret Life of Pets 2', 'Wish Dragon', 'Minions', 'The Mitchells vs. The Machines', 'Chernobyl: Abyss', 'Despicable Me 2', 'We Can Be Heroes', 'The Emoji Movie', 'Army of the Dead', 'Penguins of Madagascar']","[433, 360, 332, 303, 285, 254, 226, 217, 187, 181]","['Ginny & Georgia', 'Rick and Morty', 'Friends', 'Riverdale', 'Lupin', 'Bridgerton', 'Snowpiercer', 'Sex/Life', 'The Blacklist', 'New Amsterdam']","[620, 568, 560, 509, 480, 446, 441, 437, 364, 323]",Europe,Northern Europe,1907675,30579,2016-01-06,0,25000,2700000
39,Lebanon,"['We Can Be Heroes', 'Fatherhood', '365 Days', 'Gemini Man', 'Den of Thieves', 'I Care a Lot', 'Fifty Shades of Grey', 'Wish Dragon', 'Angel Has Fallen', 'Yes Day']","[511, 280, 263, 237, 216, 212, 204, 193, 190, 180]","['Friends', 'New Amsterdam', 'Lupin', 'Who Killed Sara?', 'Sex/Life', 'Bridgerton', 'Ginny & Georgia', 'Lucifer', 'The Good Doctor', 'Rick and Morty']","[930, 789, 716, 548, 457, 432, 382, 344, 338, 293]",Asia,Middle-East,6859408,11562,2016-01-06,0,25000,2700000
40,Lithuania,"['The Mitchells vs. The Machines', 'Wish Dragon', 'Chernobyl: Abyss', 'Seaspiracy', 'The Secret Life of Pets 2', 'Minions', 'Army of the Dead', 'Outside the Wire', 'Love and Monsters', 'Yes Day']","[325, 319, 271, 249, 246, 238, 204, 190, 183, 173]","['Friends', 'Ginny & Georgia', 'Rick and Morty', 'Lupin', 'Bridgerton', 'Sex/Life', 'Who Killed Sara?', 'Snowpiercer', 'Riverdale', 'New Amsterdam']","[653, 606, 593, 526, 462, 432, 419, 405, 341, 335]",Europe,Northern Europe,2795334,38605,2016-01-06,0,25000,4200000
41,Luxembourg,"['We Can Be Heroes', 'Fatherhood', 'Wish Dragon', 'Yes Day', 'Army of the Dead', 'Love and Monsters', 'Minions', 'The Mitchells vs. The Machines', 'Spider-Man: Far from Home', 'Secret Magic Control Agency']","[391, 273, 265, 206, 196, 192, 192, 188, 180, 165]","['Lupin', 'Who Killed Sara?', 'Ginny & Georgia', 'Capitani', 'Bridgerton', 'Sex/Life', 'Riverdale', 'The Serpent', 'S.W.A.T.', 'Snowpiercer']","[698, 609, 483, 415, 410, 391, 382, 369, 328, 311]",Europe,Western Europe,626108,112045,2014-09-19,0,150000,0
42,Malaysia,"['Upin & Ipin: The Lone Gibbon Kris', 'We Can Be Heroes', 'Addicted', 'The Con-Heartist', 'Space Sweepers', 'Wish Dragon', 'Army of the Dead', 'Gifted', 'Outside the Wire', 'Love and Monsters']","[290, 223, 187, 186, 162, 159, 151, 149, 149, 142]","['Vincenzo', 'Sisyphus: The Myth', 'Nevertheless', 'Attack on Titan', 'Law School', 'Sex/Life', 'Hospital Playlist', 'Mine', 'Tale of the Nine Tailed', 'Love Marriage Divorce', 'Love Marriage Divorce']","[1407, 591, 506, 495, 456, 404, 374, 373, 371, 362, 362]",Asia,South-East Asia,32730000,27287,2016-01-06,0,100000,77800000
43,Malta,[],[],[],[],Europe,Southen Europe,514564,48246,2016-01-06,0,10000,0
44,Mexico,"['We Can Be Heroes', 'Shrek', 'Wish Dragon', 'The Grinch', 'Shrek 2', 'Minions', 'The Mitchells vs. The Machines', 'Paper Lives', 'Yes Day', 'Fatherhood']","[422, 301, 248, 241, 230, 206, 203, 176, 157, 152]","['Yo soy Betty la fea', '100 Dias Para Enamorarnos', 'Falsa Identidad', 'Who Killed Sara?', 'Luis Miguel: The Series', 'New Amsterdam', 'Paw Patrol', 'Lupin', 'The War Next-door', 'Madre solo hay dos']","[1228, 928, 819, 549, 469, 415, 404, 382, 360, 326]",Latin America,Central America,128649565,21362,2011-09-12,4500,5000000,342000000
45,Montenegro,[],[],[],[],Europe,Southen Europe,622359,20977,2016-01-06,0,5000,300000
46,Morocco,"['365 Days', 'Fatherhood', 'We Can Be Heroes', 'Fast & Furious Presents: Hobbs & Shaw', 'Sky High', 'Gemini Man', 'Fifty Shades of Grey', 'Wish Dragon', 'Major Grom: Plague Doctor', 'Army of the Dead']","[562, 324, 241, 239, 225, 204, 200, 193, 191, 189]","['Lupin', 'New Amsterdam', 'Who Killed Sara?', 'Sex/Life', 'Elite', 'Ginny & Georgia', 'Vikings', 'Bridgerton', 'El inocente', 'Behind Her Eyes']","[902, 695, 570, 507, 421, 404, 375, 356, 344, 307]",Africa,Northern Africa,37037908,9339,2016-01-06,0,25000,1900000
47,Netherlands,"['We Can Be Heroes', 'Ferry', 'Life as it should be', 'Wish Dragon', 'Fatherhood', 'Despicable Me 3', 'Yes Day', 'News of the World', 'The Mitchells vs. The Machines', 'Army of the Dead']","[435, 220, 210, 209, 192, 168, 156, 150, 144, 143]","['New Amsterdam', 'Lupin', 'The Serpent', 'Who Killed Sara?', 'Ginny & Georgia', 'Bridgerton', 'Sex/Life', 'Virgin River', 'Paw Patrol', 'Lucifer']","[734, 672, 481, 467, 435, 425, 376, 364, 345, 273]",Europe,Western Europe,17418808,58255,2013-09-11,3900,3000000,38000000
48,New Zealand,"['We Can Be Heroes', 'The Secret Life of Pets 2', 'Jumanji: Welcome to the Jungle', 'Minions', 'Peter Rabbit', 'Hotel Transylvania 3: Summer Vacation', 'The Mitchells vs. The Machines', 'Wish Dragon', 'Ready Player One', 'Abominable']","[264, 210, 199, 196, 182, 177, 173, 158, 158, 157]","['New Amsterdam', 'CoComelon', 'Bridgerton', 'Rick and Morty', 'Ginny & Georgia', 'S.W.A.T.', 'The Serpent', 'Sex/Life', 'Riverdale', 'Firefly Lane']","[785, 736, 512, 504, 435, 377, 346, 331, 295, 279]",Australia,Australia,5095180,41072,2015-03-24,0,500000,16100000
49,Nicaragua,"['We Can Be Heroes', 'Wish Dragon', 'I Feel Pretty', 'Fatherhood', 'Shrek', 'Shrek 2', 'Paper Lives', 'Yes Day', 'Run', 'Minions']","[363, 201, 199, 184, 172, 165, 158, 153, 148, 146]","['Yo soy Betty la fea', 'Pablo Escobar, The Drug Lord', 'Pasión de gavilanes', 'Nuevo Rico Nuevo Pobre', '100 Dias Para Enamorarnos', 'Who Killed Sara?', 'New Amsterdam', 'Lupin', 'Bridgerton', 'Madre solo hay dos']","[1844, 1396, 1231, 650, 572, 450, 405, 331, 320, 277]",Latin America,Central America,6486201,5683,0,0,0,0
50,Nigeria,"['Fate of Alakada', 'Namaste Wahala', 'Fatherhood', 'We Can Be Heroes', 'Outside the Wire', 'Rattlesnake: The Ahanna Story', 'This Lady Called Life', 'Army of the Dead', 'Kambili: The Whole 30 Yards', 'I Care a Lot']","[271, 259, 214, 206, 193, 189, 188, 179, 176, 176]","['Vincenzo', 'Bridgerton', 'New Amsterdam', 'Lupin', 'Sex/Life', 'CoComelon', 'Ginny & Georgia', 'Behind Her Eyes', 'The Good Doctor', 'Tale of the Nine Tailed']","[992, 675, 569, 554, 509, 507, 479, 363, 327, 327]",Africa,Western Africa,206630269,5066,2016-01-06,0,50000,0
51,Norway,"['We Can Be Heroes', 'Wish Dragon', 'The Mitchells vs. The Machines', 'Gemini Man', 'Fatherhood', 'The Secret Life of Pets 2', 'Army of the Dead', 'Yes Day', 'Minions', 'Anna']","[458, 251, 249, 212, 189, 172, 170, 169, 167, 166]","['Lupin', 'Bridgerton', 'Ginny & Georgia', 'Snabba Cash', 'Sex/Life', 'Riverdale', 'Who Killed Sara?', 'Virgin River', 'Shadow and Bone', 'Lucifer']","[505, 493, 462, 389, 387, 370, 353, 352, 319, 302]",Europe,Northern Europe,5432580,79638,2012-10-18,0,1100000,11300000
52,Oman,"['We Can Be Heroes', 'Mimi', 'Army of the Dead', 'Fifty Shades of Grey', 'Fatherhood', 'Fast & Furious Presents: Hobbs & Shaw', 'Major Grom: Plague Doctor', 'The White Tiger', 'Paper Lives', 'Below Zero']","[311, 209, 207, 197, 194, 179, 174, 169, 163, 162]","['Resurrection: Ertugrul', 'Lupin', 'New Amsterdam', 'Vincenzo', 'CoComelon', 'Sex/Life', 'The Good Doctor', 'Bridgerton', 'Sexify', 'Vikings']","[1642, 773, 665, 623, 499, 473, 363, 351, 314, 311]",Asia,Middle-East,4829473,47366,0,0,0,0
53,Pakistan,"['365 Days', 'Haseen Dillruba', 'Ajeeb Daastaans', 'Fifty Shades of Grey', 'Ludo', 'Roohi', 'The White Tiger', 'Indoo Ki Jawani', 'The Girl on the Train', 'Sardar Ka Grandson']","[728, 415, 378, 338, 326, 307, 279, 274, 263, 260]","['Money Heist', 'Resurrection: Ertugrul', 'Friends', 'New Amsterdam', 'Sex/Life', 'Bridgerton', 'Lupin', 'The Good Doctor', 'Sexify', 'Who Killed Sara?']","[1114, 968, 917, 578, 511, 485, 449, 387, 366, 330]",Asia,South Asia,212228286,5160,0,0,0,0
54,Panama,"['We Can Be Heroes', 'Wish Dragon', 'The Mitchells vs. The Machines', 'Yes Day', 'Fatherhood', 'Minions', 'I Feel Pretty', 'Trouble', 'Outside the Wire', 'Love and Monsters']","[371, 211, 179, 178, 169, 163, 158, 146, 146, 145]","['Pablo Escobar, The Drug Lord', 'Yo soy Betty la fea', 'New Amsterdam', 'Who Killed Sara?', 'Lupin', 'Paw Patrol', 'Falsa Identidad', '100 Dias Para Enamorarnos', 'Bridgerton', 'Sex/Life']","[1221, 1083, 594, 561, 442, 367, 363, 345, 321, 315]",Latin America,Central America,4176869,28456,0,0,0,0
55,Paraguay,"['We Can Be Heroes', 'Wish Dragon', 'I Feel Pretty', 'Paper Lives', 'The Mitchells vs. The Machines', 'Fatherhood', 'Yes Day', 'Trouble', 'Run', 'Minions']","[367, 211, 201, 198, 184, 162, 160, 156, 146, 145]","['Pablo Escobar, The Drug Lord', 'Yo soy Betty la fea', 'New Amsterdam', 'Who Killed Sara?', 'Nuevo Rico Nuevo Pobre', 'Pasión de gavilanes', '100 Dias Para Enamorarnos', 'Lupin', 'Luis Miguel: The Series', 'Bridgerton']","[1205, 629, 614, 574, 535, 492, 490, 425, 392, 372]",Latin America,South America,7292672,15030,0,0,0,0
56,Peru,"['We Can Be Heroes', 'Wish Dragon', 'The Mitchells vs. The Machines', 'Shrek', 'Yes Day', 'Fatherhood', 'Army of the Dead', 'Shrek 2', 'Paper Lives', 'Minions']","[404, 283, 231, 177, 173, 166, 165, 161, 155, 148]","['Yo soy Betty la fea', 'Pasión de gavilanes', 'Pablo Escobar, The Drug Lord', '100 Dias Para Enamorarnos', 'Acero, Woman of Steel', 'Who Killed Sara?', 'New Amsterdam', 'Lupin', 'Nuevo Rico Nuevo Pobre', 'Pokémon Journeys']","[1379, 1176, 707, 529, 461, 415, 413, 404, 401, 363]",Latin America,South America,32824358,11516,2011-09-09,0,300000,51500000
57,Philippines,"['We Can Be Heroes', 'Army of the Dead', 'Space Sweepers', 'My Amanda', 'The Mitchells vs. The Machines', 'Blood Red Sky', 'To All the Boys: Always and Forever', 'In the Heart of the Sea', 'Outside the Wire', 'Love or Money']","[225, 168, 146, 145, 131, 128, 123, 120, 117, 115]","['Vincenzo', 'Attack on Titan', 'CoComelon', 'Law School', 'Nevertheless', 'Sisyphus: The Myth', 'Sex/Life', 'The Uncanny Counter', 'The Good Doctor', 'Bridgerton']","[1139, 618, 607, 521, 514, 505, 399, 373, 359, 351]",Asia,South-East Asia,109048269,10094,2016-01-06,0,100000,85010000
58,Poland,"['The Loop', 'The Mitchells vs. The Machines', 'The Hater', 'Wish Dragon', 'Minions', 'The Secret Life of Pets 2', 'Chernobyl: Abyss', 'Fatherhood', 'Space Jam', 'We Can Be Heroes']","[259, 198, 188, 185, 175, 168, 167, 165, 164, 162]","['Paw Patrol', 'New Amsterdam', 'Lupin', 'Who Killed Sara?', 'Ginny & Georgia', 'Riverdale', 'The Good Doctor', 'Sexify', 'Sex/Life', 'Lucifer']","[1193, 813, 579, 522, 391, 364, 341, 337, 333, 317]",Europe,Eastern Europe,38383000,35651,2016-01-06,3900,1500000,60600000
59,Portugal,"['We Can Be Heroes', 'Fatherhood', 'Wish Dragon', 'The Mitchells vs. The Machines', 'I Care a Lot', 'Yes Day', 'Love and Monsters', 'Army of the Dead', 'Spider-Man: Far from Home', 'The Woman in the Window']","[349, 244, 228, 193, 175, 174, 167, 166, 164, 163]","['Lupin', 'Who Killed Sara?', 'New Amsterdam', 'Bridgerton', 'Riverdale', 'Sex/Life', 'Ginny & Georgia', 'Snowpiercer', 'Lucifer', 'El inocente']","[678, 652, 586, 434, 392, 388, 358, 316, 293, 293]",Europe,Southen Europe,10295909,36246,2015-10-23,3600,800000,15500000
60,Qatar,"['We Can Be Heroes', 'I Care a Lot', 'Army of the Dead', 'Wish Dragon', 'Minions', 'Fatherhood', 'Yes Day', 'Mimi', 'Gemini Man', 'Major Grom: Plague Doctor']","[374, 186, 178, 171, 152, 152, 150, 144, 143, 142]","['CoComelon', 'Vincenzo', 'New Amsterdam', 'Lupin', 'Sex/Life', 'Bridgerton', 'The Good Doctor', 'Who Killed Sara?', 'Ginny & Georgia', 'Tale of the Nine Tailed']","[802, 782, 673, 671, 481, 395, 372, 283, 270, 239]",Asia,Middle-East,2795484,138910,2016-01-06,0,50000,3100000
61,Romania,"['Resort to Love', 'We Can Be Heroes', 'Love and Monsters', 'Fatherhood', 'Army of the Dead', 'The Last Mercenary', 'Fifty Shades of Grey', 'Yes Day', 'Gemini Man', 'Outside the Wire']","[179, 173, 145, 145, 142, 141, 140, 139, 139, 136]","['The Blacklist', 'New Amsterdam', 'Lucifer', 'Sex/Life', 'Ginny & Georgia', 'Lupin', 'Riverdale', 'Bridgerton', 'Who Killed Sara?', 'Snowpiercer']","[981, 824, 489, 473, 445, 443, 440, 425, 391, 300]",Europe,Eastern Europe,19317984,29555,2016-01-06,5200,1000000,13100000
62,Russia,"['Murder Mystery', '6 Underground', 'Major Grom: Plague Doctor', 'Enola Holmes', 'Wish Dragon', 'Sonic the Hedgehog', 'Army of the Dead', 'Outside the Wire', 'Thunder Force', 'Chernobyl: Abyss']","[961, 743, 565, 377, 362, 360, 342, 268, 266, 254]","['Lupin', 'Money Heist', ""The Queen's Gambit"", 'Bridgerton', 'Snowpiercer', 'The Crown', 'Sex/Life', 'Behind Her Eyes', 'The Witcher', 'Elite']","[1098, 1080, 949, 742, 618, 587, 522, 510, 469, 461]",Europe,Eastern Europe,146748590,28184,2016-01-06,5000,2000000,219400000
63,Saudi Arabia,"['We Can Be Heroes', '365 Days', 'Fast & Furious Presents: Hobbs & Shaw', 'Den of Thieves', 'Fatherhood', 'Run', 'Below Zero', 'I Care a Lot', 'Army of the Dead', 'Gemini Man']","[539, 369, 302, 256, 234, 227, 213, 212, 198, 191]","['Vincenzo', 'New Amsterdam', 'Lupin', 'Sex/Life', 'Bridgerton', 'Ginny & Georgia', 'The Good Doctor', 'SpongeBob SquarePants', 'Who Killed Sara?', 'Masameer County']","[960, 948, 881, 459, 367, 362, 351, 347, 317, 314]",Asia,Middle-East,34218169,56817,2016-01-06,0,100000,6500000
64,Serbia,"['Fatherhood', 'Army of the Dead', 'The Mitchells vs. The Machines', 'We Can Be Heroes', 'The Woman in the Window', 'The Grinch', 'Wish Dragon', 'Resort to Love', 'To All the Boys: Always and Forever', 'Love and Monsters']","[257, 217, 215, 203, 202, 186, 185, 182, 176, 176]","['Lupin', 'Ginny & Georgia', 'Who Killed Sara?', 'The Blacklist', 'Bridgerton', 'Sex/Life', 'El inocente', ""The Queen's Gambit"", 'Lucifer', 'Behind Her Eyes']","[708, 580, 567, 521, 479, 473, 416, 387, 344, 338]",Europe,Southen Europe,6963764,19767,2016-01-06,0,50000,0
65,Singapore,"['We Can Be Heroes', 'Fast & Furious Presents: Hobbs & Shaw', 'Charlie and the Chocolate Factory', 'The Diam Diam Era', 'Outside the Wire', 'Seaspiracy', 'Army of the Dead', 'Love and Monsters', 'The Yin Yang Master: Dream of Eternity', 'Aquaman']","[201, 182, 176, 161, 155, 153, 150, 148, 148, 145]","['Vincenzo', 'Sisyphus: The Myth', 'Love Marriage Divorce', 'Love Marriage Divorce', 'The Uncanny Counter', 'Hospital Playlist', 'The Good Doctor', 'Nevertheless', 'Law School', 'Mine', 'Lupin']","[1155, 542, 511, 511, 387, 373, 367, 366, 361, 355, 353]",Asia,South-East Asia,5703600,107604,2016-01-06,0,100000,18500000
66,Slovakia,"['Wish Dragon', 'The Mitchells vs. The Machines', 'I Care a Lot', 'The SpongeBob Movie: Sponge on the Run', 'Yes Day', 'Seaspiracy', 'The Grinch', 'We Can Be Heroes', 'Fatherhood', 'Army of the Dead']","[382, 375, 307, 257, 256, 253, 249, 243, 239, 232]","['Lupin', 'New Amsterdam', 'Bridgerton', 'Ginny & Georgia', 'The Crown', 'Sex/Life', 'Sexify', 'Who Killed Sara?', 'Too Hot to Handle', 'Shadow and Bone']","[643, 625, 602, 484, 480, 461, 374, 369, 315, 309]",Europe,Eastern Europe,5457926,38321,2016-01-06,5500,50000,6500000
67,Slovenia,"['Fatherhood', 'Army of the Dead', 'Chernobyl: Abyss', 'Spider-Man: Far from Home', 'Fifty Shades of Grey', 'Seaspiracy', 'The Grinch', 'To All the Boys: Always and Forever', 'Suicide Squad', 'Love and Monsters']","[276, 205, 203, 175, 173, 171, 166, 162, 161, 161]","['Ginny & Georgia', 'Lupin', 'New Amsterdam', 'The Blacklist', 'Sex/Life', 'Bridgerton', 'Who Killed Sara?', 'Lucifer', 'The Good Doctor', 'Riverdale']","[596, 536, 503, 484, 469, 443, 402, 376, 344, 338]",Europe,Southen Europe,2095861,40343,2016-01-06,0,50000,2400000
68,South Africa,"['We Can Be Heroes', 'I Care a Lot', 'Yes Day', 'Fatherhood', 'Wish Dragon', 'Thunder Force', 'The Mitchells vs. The Machines', 'Resort to Love', 'To All the Boys: Always and Forever', 'Outside the Wire']","[247, 225, 186, 168, 163, 156, 155, 150, 149, 145]","['New Amsterdam', 'CoComelon', 'Ginny & Georgia', 'Bridgerton', 'Superstore', 'The Good Doctor', 'Rick and Morty', 'Sex/Life', 'Lupin', 'Who Killed Sara?']","[823, 702, 525, 515, 380, 358, 338, 337, 311, 302]",Africa,Southern Africa,59622350,11911,2016-01-06,5300,500000,18500000
69,South Korea,"['365 Days', 'Space Sweepers', 'Night in Paradise', 'Kingdom: Ashin of the North', 'Sweet & Sour', 'Parasite', 'Samjin Company English Class', 'The 8th Night', 'Army of the Dead', 'Extreme Job']","[545, 432, 325, 259, 255, 241, 238, 228, 219, 216]","['Vincenzo', 'Hospital Playlist', 'The Iron Squad', 'Love Marriage Divorce', 'Love Marriage Divorce', 'Demon Slayer: Kimetsu no Yaiba', 'Sisyphus: The Myth', 'Law School', 'Mine', 'The Uncanny Counter', 'Nevertheless']","[963, 778, 685, 669, 669, 546, 542, 525, 482, 473, 450]",Asia,East Asia,51709098,44292,2016-01-06,4400,3500000,226700000
70,Spain,"['We Can Be Heroes', 'Crazy About Her', 'The Mitchells vs. The Machines', 'Army of the Dead', 'Hasta que la boda nos separe', 'Fatherhood', 'Yes Day', 'Below Zero', 'Wish Dragon', 'Anna']","[244, 221, 186, 184, 184, 184, 183, 177, 159, 156]","['Lupin', 'New Amsterdam', 'La cocinera de Castamar', 'Bridgerton', 'Who Killed Sara?', 'Sky Rojo', 'Sex/Life', 'El inocente', 'Elite', 'Ginny & Georgia']","[704, 659, 610, 590, 551, 490, 410, 408, 336, 288]",Europe,Southen Europe,47431256,38143,2015-10-23,3900,5000000,104900000
71,Sri Lanka,"['The White Tiger', 'The Boy Next Door', 'Fifty Shades of Grey', 'Haseen Dillruba', '365 Days', 'Army of the Dead', 'Mimi', 'Ajeeb Daastaans', 'The Man from U.N.C.L.E.', 'Outside the Wire']","[252, 248, 224, 216, 208, 206, 180, 174, 170, 161]","['Friends', 'Vincenzo', 'New Amsterdam', 'Bridgerton', 'Sex/Life', 'Lupin', 'The Good Doctor', 'Riverdale', 'Lucifer', 'Ginny & Georgia']","[1014, 756, 592, 560, 486, 438, 381, 378, 351, 313]",Asia,South Asia,21803000,14509,0,0,0,0
72,Sweden,"['We Can Be Heroes', 'Wish Dragon', 'The Secret Life of Pets 2', 'Gemini Man', 'The Informer', 'The Mitchells vs. The Machines', 'Minions', 'Fatherhood', 'Love and Monsters', 'Yes Day']","[421, 210, 206, 206, 195, 186, 180, 159, 155, 153]","['Lupin', 'Snabba Cash', 'Ginny & Georgia', 'Bridgerton', ""Gabby's Dollhouse"", 'The Serpent', 'Sex/Life', 'Young Royals', 'Who Killed Sara?', 'Snowpiercer']","[601, 576, 501, 447, 396, 363, 349, 348, 338, 306]",Europe,Northern Europe,10367232,52477,2012-10-18,0,1500000,15900000
73,Switzerland,"['Fatherhood', 'Seaspiracy', 'We Can Be Heroes', 'Wish Dragon', 'Love and Monsters', 'Army of the Dead', 'Yes Day', 'Minions', 'Spider-Man: Far from Home', 'Major Grom: Plague Doctor']","[275, 268, 220, 192, 191, 179, 168, 167, 166, 161]","['Lupin', 'Who Killed Sara?', 'Ginny & Georgia', 'Bridgerton', 'Riverdale', 'Paw Patrol', 'Snowpiercer', 'The Serpent', 'Firefly Lane', 'Sex/Life']","[730, 584, 508, 451, 401, 382, 369, 369, 297, 297]",Europe,Western Europe,8570146,67557,2014-09-19,4900,800000,12500000
74,Taiwan,"['Gatao: The Last Stray', 'Little Big Women', 'Classmates Minus', 'Extreme Job', 'The Yin Yang Master: Dream of Eternity', 'Army of the Dead', 'Demon Slayer - Kimetsu no Yaiba - The Movie: Mugen Train', 'Kingdom: Ashin of the North', 'Your Name Engraved Herein', 'My Missing Valentine']","[318, 313, 277, 243, 242, 217, 211, 209, 209, 209]","['Vincenzo', 'Sisyphus: The Myth', 'Mother To Be', 'The Uncanny Counter', 'Hospital Playlist', 'Mine', 'Nevertheless', 'Attack on Titan', 'Tears on Fire', 'Lupin']","[1258, 626, 591, 569, 554, 463, 438, 437, 378, 377]",Asia,East Asia,23568378,54019,2016-01-06,0,400000,34800000
75,Thailand,"['The Con-Heartist', 'Riam Fighting Angel', 'Wish Dragon', 'Aquaman', '365 Days', 'Doraemon the Movie: Great Adventure in the Antarctic Kachi Kochi', 'Space Sweepers', 'My God Father', 'We Can Be Heroes', 'The Yin Yang Master: Dream of Eternity']","[493, 290, 255, 247, 246, 243, 222, 217, 207, 204]","['Vincenzo', 'Nevertheless', 'Sisyphus: The Myth', 'Attack on Titan', 'Snowpiercer', 'Girl from Nowhere', 'Law School', '18 Again', 'Dare to Love', 'Lupin']","[1373, 564, 531, 497, 428, 372, 365, 344, 337, 329]",Asia,South-East Asia,66558935,20474,2016-01-06,0,100000,38500000
76,Turkey,"['We Can Be Heroes', '365 Days', 'Paper Lives', 'Have You Ever Seen Fireflies?', 'Army of the Dead', 'Fifty Shades of Grey', 'Recep Ivedik 6', 'I Care a Lot', 'Wish Dragon', 'Major Grom: Plague Doctor']","[333, 267, 246, 246, 205, 203, 192, 183, 173, 170]","['Lupin', 'Friends', 'Sex/Life', 'Snowpiercer', 'New Amsterdam', 'The Gift', 'Lucifer', 'Bridgerton', 'Who Killed Sara?', '50M2']","[682, 606, 535, 522, 500, 431, 426, 403, 399, 374]",Asia,Middle-East,83154997,29723,2016-01-06,4000,600000,59400000
77,Ukraine,"['The Secret Life of Pets 2', '6 Underground', 'The Mitchells vs. The Machines', 'Wish Dragon', 'Murder Mystery', 'Sonic the Hedgehog', 'Chernobyl: Abyss', 'Major Grom: Plague Doctor', 'Army of the Dead', 'Thunder Force']","[432, 410, 361, 357, 336, 305, 269, 264, 254, 247]","['Lupin', 'Snowpiercer', 'Bridgerton', 'Money Heist', 'The Crown', 'The Blacklist', 'Sex/Life', ""The Queen's Gambit"", 'Behind Her Eyes', 'Rick and Morty']","[1015, 669, 653, 652, 541, 524, 521, 493, 445, 427]",Europe,Eastern Europe,41743935,10310,2016-01-06,0,200000,0
78,United Arab Emirates,"['We Can Be Heroes', 'Wish Dragon', 'Army of the Dead', 'I Care a Lot', 'Mimi', 'The Secret Life of Pets 2', 'Yes Day', 'Minions', 'Fatherhood', 'Gemini Man']","[347, 185, 184, 175, 172, 162, 160, 159, 153, 148]","['Vincenzo', 'New Amsterdam', 'Lupin', 'CoComelon', 'Sex/Life', 'Bridgerton', 'The Good Doctor', 'Who Killed Sara?', 'Ginny & Georgia', 'Lucifer']","[733, 733, 601, 593, 484, 404, 381, 284, 280, 240]",Asia,Middle-East,9890400,70441,2016-01-06,0,50000,20300000
79,United Kingdom,"['We Can Be Heroes', 'Suicide Squad', 'The Secret Life of Pets 2', 'The Mitchells vs. The Machines', 'Fatherhood', 'Seaspiracy', 'Wish Dragon', 'Spider-Man: Far from Home', 'Love and Monsters', 'Believe Me: The Abduction of Lisa McVey']","[278, 223, 202, 188, 178, 174, 169, 163, 162, 158]","['CoComelon', 'Bridgerton', 'Ginny & Georgia', 'Sex/Life', 'Peppa Pig', 'Lupin', 'Behind Her Eyes', 'Brooklyn Nine-Nine', 'Superstore', ""RuPaul's Drag Race""]","[571, 511, 454, 439, 427, 358, 341, 318, 284, 279]",Europe,Northern Europe,67886004,46827,2012-01-04,5900,10000000,176100000
80,United States,"['The Mitchells vs. The Machines', 'We Can Be Heroes', 'Home', 'The Secret Life of Pets 2', 'Trouble', 'Wish Dragon', 'Thunder Force', 'Yes Day', 'Fatherhood', 'Bigfoot Family']","[383, 364, 347, 287, 211, 211, 189, 176, 175, 171]","['CoComelon', 'Manifest', 'Ginny & Georgia', 'Bridgerton', 'Who Killed Sara?', 'iCarly', 'Virgin River', 'Sex/Life', 'Firefly Lane', 'Sweet Tooth']","[1378, 492, 465, 448, 390, 365, 292, 246, 238, 229]",North America,North America,328239523,63051,2007-01-17,5800,60600000,1128500000
81,Uruguay,"['We Can Be Heroes', 'I Care a Lot', 'Yes Day', 'I Feel Pretty', 'Fatherhood', 'Wish Dragon', 'Paper Lives', 'Run', 'Outside the Wire', 'The Mitchells vs. The Machines']","[298, 173, 165, 165, 158, 154, 152, 149, 140, 137]","['New Amsterdam', 'Lupin', 'Who Killed Sara?', 'Sky Rojo', 'El inocente', 'Bridgerton', 'Luis Miguel: The Series', 'Falsa Identidad', 'Behind Her Eyes', 'Vikings']","[651, 583, 581, 420, 361, 358, 347, 306, 304, 294]",Latin America,South America,3518552,24516,0,0,0,0
82,Venezuela,"['We Can Be Heroes', 'Wish Dragon', 'Yes Day', 'Fatherhood', 'I Care a Lot', 'Run', 'Trouble', 'The Mitchells vs. The Machines', 'To All the Boys: Always and Forever', 'Outside the Wire']","[429, 265, 249, 225, 214, 198, 181, 178, 169, 160]","['Pablo Escobar, The Drug Lord', 'Yo soy Betty la fea', '100 Dias Para Enamorarnos', 'Who Killed Sara?', 'New Amsterdam', 'Lupin', 'Sex/Life', 'Bridgerton', 'El inocente', 'Nuevo Rico Nuevo Pobre']","[1536, 1134, 666, 641, 592, 539, 397, 340, 336, 322]",Latin America,South America,28887118,7344,2011-09-12,0,500000,15800000
